guppi_59074_54856_004469_J0835-4510_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_54923_004473_J0835-4510_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_55288_004491_J0835-4510_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_55354_004494_J0835-4510_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_55615_004507_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_55779_004515_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_56127_004533_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_56193_004536_J1939-6342_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_56465_004550_J0835-4510_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_56530_004553_J0835-4510_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_56719_004562_J0835-4510_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_57337_004593_J1644-4559_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_57402_004596_J1644-4559_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_57617_004607_J1644-4559_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_57684_004610_J1644-4559_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_58001_004626_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_58305_004641_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_58615_004657_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_58684_004660_J1939-6342_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_60168_004734_J1644-4559_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_60235_004737_J1644-4559_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_60561_004754_J1644-4559_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_60627_004757_J1644-4559_offset_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_61196_004785_J1939-6342_0001-ics.rawspec.0000.combined.fil 856 1712
guppi_59074_61263_004789_J1939-6342_offset_0001-ics.rawspec.0000.combined.fil 856 1712
